url,wine_points,wine_name,wine_desc,taster,price,designation,variety,appellation,winery,alcohol,bottle size,category,importer,date published,user avg rating
https://www.winemag.com/buying-guide/camille-giroud-2008-chambertin-pinot-noir-chambertin/,95.0,Camille Giroud 2008 Chambertin  (Chambertin),"A massive wine, firmly structured with dense and powerful tannins. This is a wine for long-term aging, with its dark black fruits and chunky feel. It is still just starting out; cellar for 10 years.",Roger Voss,272.0,Chambertin,Pinot Noir,"Chambertin, Burgundy, France",Camille Giroud,,750 ml,Red,Veritas Imports,9/1/2011,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/rock-wall-2014-uncle-rogets-rose-central-valley-yolo-county/,89.0,Rock Wall 2014 Uncle Roget's Rosé (Yolo County),"This light-bodied wine made from Grenache has a deep pink color with a hint of orange, light cherry and raspberry aromas and a touch of spicy-earthy flavor among the fruit nuances. It feels very smooth and easy in the mouth and has a soft finish.",Jim Gordon,18.0,Uncle Roget's,Rosé,"Yolo County, Central Valley, California, US",Rock Wall,11.8%,750 ml,Rose,,11/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/orchid-hill-2007-pinot-grigio-gris-grigio-central-coast-paso-robles/,84.0,Orchid Hill 2007 Pinot Grigio (Paso Robles),"Sweet and simple, with ultrafruity flavors of pineapples, peaches, honeysuckle, vanilla and spices. Good acidity makes the finish clean and brisk.",,18.0,,Pinot Grigio,"Paso Robles, Central Coast, California, US",Orchid Hill,13.7%,750 ml,White,,4/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/henri-villamont-2012-pinot-noir-mazis-chambertin/,94.0,Henri de Villamont 2012  Mazis-Chambertin,"Ripe and juicy, this is a well-structured wine with both delicious red fruits and a core of serious tannins. The wine has weigh, richness and a opulence that comes from great fruits. The result is a wine with beautiful character that will develop well. Drink from 2019.",Roger Voss,,,Pinot Noir,"Mazis-Chambertin, Burgundy, France",Henri de Villamont,13%,750 ml,Red,"Milton's Distributing Co., Inc",12/31/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/rochelle-2004-pinot-grigio-gris-gris-central-coast-arroyo-seco/,89.0,La Rochelle 2004 Pinot Gris (Arroyo Seco),"Insiders know Arroyo Seco as one of the best small appellations on the Central Coast. The whites display firm acids and a brilliant minerality. Varietally, this wine exhibits freshly picked peach, apple, quince and butterscotch flavors that finish clean and dry.",,24.0,,Pinot Gris,"Arroyo Seco, Central Coast, California, US",La Rochelle,14.2%,750 ml,White,,12/31/2006,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/marchesi-barolo-2007-cannubi-nebbiolo-barolo/,95.0,Marchesi di Barolo 2007 Cannubi  (Barolo),"Almost over the top, this beautiful Barolo from the most celebrated cru of them all—the iconic Cannubi vineyard—delivers maximum pleasure and intensity. This is a soft and velvety wine, with cherry, cassis, leather, moist tobacco and licorice aromas over extracted concentration and tight tannins. The wine needs more time to age and once it does, it can be paired with beef or aged cheeses.",,135.0,Cannubi,Nebbiolo,"Barolo, Piedmont, Italy",Marchesi di Barolo,,750 ml,Red,Wine Wave,9/1/2011,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/wrights-station-2014-unoaked-chardonnay-santa-cruz-mountains/,92.0,Wrights Station 2014 Unoaked Chardonnay (Santa Cruz Mountains),"This is an impressive take on the unoaked style, with pithy aromas of grapefruit and quinine leading into a tropical sense of guava skins, melon rinds and white-peach flesh. The acidity is mellow but persistent on the sip, where Key lime, pink grapefruit and sharp citrus flavors shine.",Matt Kettmann,25.0,Unoaked,Chardonnay,"Santa Cruz Mountains, Central Coast, California, US",Wrights Station,14.8%,750 ml,White,,12/31/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/bonterra-2006-chardonnay-mendocino-lake-counties-county/,89.0,Bonterra 2006 Chardonnay (Mendocino County),"Year after year, Bonterra crafts splendidly pure varietal wines, from organically-grown grapes, and in large quantities that make them easy to find. The '06 Chard is delicious in pineapple, sweet Meyer lemon, tangerine, lime and caramelized vanilla oak flavors that finish clean and long. What a super value.",,13.0,,Chardonnay,"Mendocino County, Mendocino County, California, US",Bonterra,13.6%,750 ml,White,,5/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/goedhart-family-2013-bel-villa-vineyard-rmava-grand-class-syrah-red-mountain/,86.0,Goedhart Family 2013 Bel' Villa Vineyard RMAVA Grand Class Syrah (Red Mountain),"Aromas of medicine cabinet, dried fruit, dried tobacco and spice lead to elegantly styled fruit flavors. It shows a lot of restraint for the vintage and appellation.",Sean P. Sullivan,30.0,Bel' Villa Vineyard RMAVA Grand Class,Syrah,"Red Mountain, Columbia Valley, Washington, US",Goedhart Family,13.5%,750 ml,Red,,10/1/2018,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/escarpment-2014-kiwa-single-vineyard-pinot-noir-martinborough/,92.0,Escarpment 2014 Kiwa Single Vineyard Pinot Noir (Martinborough),"Of Larry McKenna's 2014 Pinots, this full-bodied offering is the most approachable right now. A rich, velvety texture underscores elegant notes of brown sugar, tea, cherries and cinnamon. Drink now–2030.",Joe Czerwinski,59.0,Kiwa Single Vineyard,Pinot Noir,"Martinborough, New Zealand",Escarpment,13%,750 ml,Red,Empson USA Ltd,12/31/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/chateau-malartic-lagraviere-2000-pessac-leognan-red-bordeaux/,91.0,Château Malartic-Lagravière 2000 Pessac-Léognan  (Bordeaux),"There is a sense of pent-up energy with this wine. It has powerful fruit along with flavors of chocolate, but it is all masked and repressed by tight firm tannins. A wine that will develop slowly.",Roger Voss,35.0,Pessac-Léognan,Bordeaux-style Red Blend,"Bordeaux, Bordeaux, France",Château Malartic-Lagravière,,750 ml,Red,Château Malartic-Lagravière,6/1/2003,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/chateau-du-carrubier-2015-red-cotes-de-provence/,91.0,Château du Carrubier 2015 Red (Côtes de Provence),"This is a dark-hued wine, full of tannins as well as rich black-currant fruits. It is densely textured with a strong herbal mineral character. Acidity and spiciness come with a firm edge that suggests this young wine will age further. Drink from 2019.",Roger Voss,18.0,,"Provence red blend, Red Blends","Côtes de Provence, Provence, France",Château du Carrubier,14.5%,750 ml,Red,Wine Trust Cellars,11/1/2017,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/castillo-monjardin-2001-deyo-merlot-navarra/,90.0,Castillo de Monjardin 2001 Deyo Merlot (Navarra),"Earthy at first, with foresty spice aromas that go from moss to sandalwood. Heavy and hard now, with big black fruit emboldened by full-grained tannins. Exotic on the finish, with chocolate-dipped raisin and some Bordeaux fines herbes. Will hold through 2008 and probably beyond.",Michael Schachner,18.0,Deyo,Merlot,"Navarra, Northern Spain, Spain",Castillo de Monjardin,13%,750ML,Red,The Winebow Group LLC,12/31/2004,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/bussia-soprana-2001-vigne-rio-white-piedmont/,87.0,Bussia Soprana 2001 Vigne del Rio White (Piedmont),"A little soft, but on the whole, it's a pretty nice wine. Applesauce and ripe melon aromas precede  a palate that features full pear and honeydew flavors. Quite smooth and succulent on the finish, although maybe a touch mushy and low on acidity. Drink immediately for best results.",Michael Schachner,23.0,Vigne del Rio,White Blend,"Piedmont, Piedmont, Italy",Bussia Soprana,13%,750ML,White,Banville Wine Merchants,12/31/2003,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/little-black-dress-2007-merlot-other/,84.0,Little Black Dress 2007 Merlot (California),"Here's a solid Merlot that's a bargain. It's soft and lush, a full-bodied red wine with rich flavors of blackberries, cherries, chocolate and pepper.",,10.0,,Merlot,"California, California Other, California, US",Little Black Dress,13.5%,750 ml,Red,,8/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/stubbs-vineyard-2002-pinot-noir-north-coast-marin-county/,87.0,Stubbs Vineyard 2002 Pinot Noir (Marin County),"A very good wine, showing cool, coastal influences in the beet, rhubarb, clove and cherry flavors and firm acids. Supple, light and silky.",,24.0,,Pinot Noir,"Marin County, North Coast, California, US",Stubbs Vineyard,13.5%,750ML,Red,,11/1/2004,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/serafino-2015-cabernet-sauvignon-mclaren-vale/,86.0,Serafino 2015 Cabernet Sauvignon (McLaren Vale),"There are pleasant ripe plum and cinnamon aromas in this wine, but there's also a synthetic dish soap and dusting polish character that's distracting. The palate is on the hot side, with herbal, woody notes and tightly wound, leathery tannins.",Christina Pickard,28.0,,Cabernet Sauvignon,"McLaren Vale, South Australia, Australia",Serafino,14.5%,750 ml,Red,Grantham Distributing,12/1/2018,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/husch-2003-pinot-noir-mendocino-lake-counties-anderson-valley/,90.0,Husch 2003 Pinot Noir (Anderson Valley),"This is a very pure, clear Pinot Noir. It doesn't have a lot of alcohol, extract or oak. It's ripe in cherries and blueberries, but not overripe. The acidity is bright and the mouthfeel is silky. In other words, it's super-drinkable.",,21.0,,Pinot Noir,"Anderson Valley, Mendocino County, California, US",Husch,,750ML,Red,,11/1/2005,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/cortes-cima-2008-tempranillo-aragonez-alentejano/,89.0,Cortes de Cima 2008 Aragonez (Alentejano),"A ripe, smoky wood- and black fruit-driven wine. It has richness with structure, a smooth texture and just the right level of acidity. A delicious wine, ready to drink now.",Roger Voss,45.0,,"Aragonez, Tempranillo","Alentejano, Portugal",Cortes de Cima,14%,750 ml,Red,Tri-Vin Imports,8/1/2011,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/dutton-estate-2006-ranch-manzana-vineyard-pinot-noir-sonoma-russian-river-valley/,92.0,Dutton Estate 2006 Dutton Ranch Manzana Vineyard Pinot Noir (Russian River Valley),"Showing lushness and rich texture, this wine, which was aged in 50% new French oak barrels, is front-loaded with cherry pie, red currant, chocolate, licorice, vanilla wafer and pepper spice flavors. It's young and fresh in tannins, and should hold and improve for a few years.",,45.0,Dutton Ranch Manzana Vineyard,Pinot Noir,"Russian River Valley, Sonoma, California, US",Dutton Estate,14.8%,750 ml,Red,,12/31/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/anglim-2013-grenache-paso-robles-willow-creek-district/,92.0,Anglim 2013 Grenache (Paso Robles Willow Creek District),"Fresh and inviting on the nose, this wine is redolent with strawberries and hibiscus as well as cinnamon candy, fennel and chaparral. A sip grips the palate with polished tannins, offering baked black cherries in licorice sauce, rhubarb, smoke and earthy flavors.",Matt Kettmann,38.0,,Grenache,"Paso Robles Willow Creek District, Central Coast, California, US",Anglim,14.8%,750 ml,Red,,12/31/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/castello-dalba-2009-red-douro/,87.0,Castello d'Alba 2009 Red (Douro),"Red fruits and spice along with mineral acidity give this wine interest as well as freshness. Juiciness dominates, with subdued tannins behind the wall of fruit. Age maybe for 1–2 years.",Roger Voss,10.0,,Portuguese Red,"Douro, Portugal",Castello d'Alba,13%,750 ml,Red,Grape Moments,8/1/2011,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/rancho-sisquoc-2008-flood-family-pinot-noir-central-coast-santa-barbara-county/,90.0,Rancho Sisquoc 2008 Flood Family Vineyards Pinot Noir (Santa Barbara County),"A lovely Pinot made for drinking now. It's softly dry and bright in acidity, offering rich, but subtle, flavors of cherries and raspberries, along with earthier notes of mushrooms. Oak adds a welcome touch of sweet toast and spice.",,30.0,Flood Family Vineyards,Pinot Noir,"Santa Barbara County, Central Coast, California, US",Rancho Sisquoc,14.7%,750 ml,Red,,9/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/paitin-2012-serra-nebbiolo-barbaresco/,90.0,Paitin 2012 Serra  (Barbaresco),"This vibrant wine opens with aromas of red berry, cake spice and a hint of toast. The bright palate offers sour cherry, raspberry, white pepper and aromatic herb alongside assertive but refined tannins that need to relax. An aniseed note marks the close.",Kerin O’Keefe,,Serra,Nebbiolo,"Barbaresco, Piedmont, Italy",Paitin,,750 ml,Red,The Wine Company,10/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/agricola-tamburini-2012-mauro-red-chianti/,88.0,Agricola Tamburini 2012 Mauro  (Chianti),"Pretty aromas of violet, iris, pressed powder and perfumed berry mingle in the glass. The ripe, round palate offers juicy black cherry, ripe raspberry, nutmeg and licorice alongside dusty tannins and fresh acidity. Drink through 2016.",Kerin O’Keefe,10.0,Mauro,"Red Blends, Red Blends","Chianti, Tuscany, Italy",Agricola Tamburini,13%,750 ml,Red,Glazer's,9/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/alessandro-di-camporeale-2017-kaid-sauvignon-sicilia-295660/,87.0,Alessandro di Camporeale 2017 Kaid Sauvignon (Sicilia),"Made with organically cultivated grapes, this opens with aromas of grapefruit, hay and crushed tomato vine. The flavors carry over to the tangy linear palate along with lemon and a hint of saline.",Kerin O’Keefe,,Kaid,"Sauvignon, Sauvignon Blanc","Sicilia, Sicily & Sardinia, Italy",Alessandro di Camporeale,13%,750 ml,White,Panebianco,9/1/2018,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/cape-mentelle-2001-trinders-bordeaux-style-red-blend-cabernet-sauvignon-merlot-margaret-river/,90.0,Cape Mentelle 2001 Trinders Cabernet Sauvignon-Merlot (Margaret River),"Meaty, peppery aromas accent sturdy black fruit on the nose. This is an excellent wine, elegant and restrained, with mixed black and red fruit at its core. Chalky tannins on the palate follow through to the finish, where they're joined by subtle mocha and herb notes.",,18.0,Trinders,"Cabernet Sauvignon-Merlot, Bordeaux-style Red Blend","Margaret River, Western Australia, Australia",Cape Mentelle,14.5%,750ML,Red,Moët Hennessy USA,10/1/2003,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/delille-2009-chaleur-estate-red-wine-columbia-valley-red-mountain/,94.0,DeLille 2009 Chaleur Estate Red Wine Red (Red Mountain),"Perfect balance is evident in this tightly wound, refined and smooth-drinking Bordeaux-style blend. Made using two-thirds Cabernet Sauvignon, this is fragrant, stylish and polished, with dark fruit flavors that are dotted with notes of spring herb and black olive.",Paul Gregutt,75.0,Chaleur Estate Red Wine,Bordeaux-style Red Blend,"Red Mountain, Columbia Valley, Washington, US",DeLille,14.9%,750 ml,Red,,12/31/2012,Not rated yet [Add Your Review]
